Complexity,Time_Difference,Designation,Positive_Feedback,Negative_Feedback,Performance_Rating
34,-45.95,Senior Analyst,FALSE,TRUE,36.15
1,-29.14,Senior Analyst,TRUE,TRUE,40.3
3,-22.36,Senior Analyst,TRUE,TRUE,44.63
144,-23.58,Senior Analyst,TRUE,FALSE,61.32
5,-8.2,Senior Analyst,FALSE,FALSE,54.24
34,-7.29,Senior Analyst,TRUE,FALSE,61.57
89,-14.8,Senior Analyst,TRUE,TRUE,62.41
13,-19.21,Senior Analyst,FALSE,FALSE,49.46
144,-7.52,Senior Analyst,FALSE,FALSE,69.64
8,-15.35,Senior Analyst,TRUE,TRUE,49.7
21,-46.18,Senior Analyst,TRUE,TRUE,34.42
89,-25.09,Senior Analyst,TRUE,TRUE,56.45
144,-36.32,Senior Analyst,TRUE,TRUE,51.93
8,-20.4,Senior Analyst,FALSE,FALSE,47.77
13,-18.95,Senior Analyst,TRUE,TRUE,48.61
13,-9.68,Senior Analyst,TRUE,FALSE,55.99
89,-35.31,Senior Analyst,FALSE,FALSE,51.52
89,-47.59,Senior Analyst,FALSE,TRUE,42.4
1,-43.29,Senior Analyst,FALSE,TRUE,31.09
89,-13.99,Senior Analyst,FALSE,FALSE,63.88
89,-44.61,Senior Analyst,TRUE,FALSE,47.13
21,-1.02,Senior Analyst,TRUE,FALSE,62.61
21,-9.52,Senior Analyst,TRUE,FALSE,57.68
2,-26.22,Senior Analyst,TRUE,FALSE,44.19
55,-12.82,Senior Analyst,TRUE,FALSE,62.56
34,-19.29,Senior Analyst,TRUE,TRUE,52.61
13,-1.55,Senior Analyst,TRUE,TRUE,58.7
55,-25.08,Senior Analyst,TRUE,TRUE,53.45
34,-3.39,Senior Analyst,TRUE,FALSE,63.84
5,-6.6,Senior Analyst,TRUE,FALSE,56.17
34,-12.13,Senior Analyst,TRUE,FALSE,58.76
8,-35.33,Senior Analyst,FALSE,FALSE,39.11
8,-40.78,Senior Analyst,FALSE,TRUE,33.95
55,-15.13,Senior Analyst,FALSE,FALSE,60.22
2,-6.67,Senior Analyst,FALSE,TRUE,52.53
89,-25.36,Senior Analyst,FALSE,TRUE,55.29
34,-32.32,Senior Analyst,TRUE,FALSE,47.05
5,-39.92,Senior Analyst,FALSE,FALSE,35.85
144,-10.04,Senior Analyst,FALSE,FALSE,68.18
5,-26.15,Senior Analyst,TRUE,TRUE,42.84
1,-21.6,Senior Analyst,TRUE,TRUE,44.67
13,-14.2,Senior Analyst,TRUE,FALSE,53.36
5,-26.65,Senior Analyst,FALSE,TRUE,41.54
144,-26.09,Senior Analyst,FALSE,TRUE,56.87
144,-10.14,Senior Analyst,FALSE,TRUE,66.12
1,-45.73,Senior Analyst,FALSE,FALSE,31.68
3,-36.86,Senior Analyst,TRUE,TRUE,36.22
13,-33.16,Senior Analyst,TRUE,TRUE,40.37
144,-34.13,Senior Analyst,TRUE,FALSE,55.2
2,-48.08,Senior Analyst,FALSE,TRUE,28.51
8,-16.08,Senior Analyst,FALSE,TRUE,48.28
21,-19.74,Senior Analyst,TRUE,FALSE,51.75
13,-17.68,Senior Analyst,FALSE,FALSE,50.34
5,-45.1,Senior Analyst,FALSE,FALSE,32.84
34,-40.74,Senior Analyst,FALSE,TRUE,39.17
13,-5.34,Senior Analyst,TRUE,TRUE,56.5
5,-41.1,Senior Analyst,FALSE,TRUE,33.16
21,-37.44,Senior Analyst,TRUE,TRUE,39.48
1,-42.8,Senior Analyst,TRUE,FALSE,34.38
89,-22.01,Senior Analyst,TRUE,TRUE,58.24
55,-45.29,Senior Analyst,TRUE,TRUE,41.73
89,-12.32,Senior Analyst,FALSE,FALSE,64.85
13,-19.22,Senior Analyst,TRUE,TRUE,48.45
5,-2.73,Senior Analyst,TRUE,TRUE,56.41
21,-11.61,Senior Analyst,TRUE,TRUE,54.46
144,-26.95,Senior Analyst,FALSE,FALSE,58.37
144,-13.78,Senior Analyst,FALSE,TRUE,64.01
2,-40.14,Senior Analyst,TRUE,FALSE,36.12
34,-30.28,Senior Analyst,FALSE,TRUE,45.24
34,-18.42,Senior Analyst,TRUE,FALSE,55.12
1,-21.92,Senior Analyst,FALSE,TRUE,43.49
2,-45.18,Senior Analyst,TRUE,TRUE,31.2
8,-37.49,Senior Analyst,TRUE,FALSE,38.85
8,-13.34,Senior Analyst,FALSE,TRUE,49.86
3,-14.69,Senior Analyst,TRUE,FALSE,51.08
13,-42.47,Senior Analyst,FALSE,FALSE,35.97
3,-45.37,Senior Analyst,TRUE,FALSE,33.29
8,-11.01,Senior Analyst,FALSE,FALSE,53.21
144,-30.95,Senior Analyst,FALSE,FALSE,56.05
13,-35.67,Senior Analyst,TRUE,TRUE,38.91
3,-9.75,Senior Analyst,FALSE,TRUE,50.95
8,-22.97,Senior Analyst,FALSE,FALSE,46.28
55,-12.02,Senior Analyst,TRUE,TRUE,61.03
89,-43.28,Senior Analyst,TRUE,TRUE,45.9
8,-14.23,Senior Analyst,TRUE,TRUE,50.35
89,-38.82,Senior Analyst,TRUE,TRUE,48.49
2,-42.1,Senior Analyst,FALSE,FALSE,33.98
2,-2.99,Senior Analyst,FALSE,TRUE,54.67
34,-34.89,Senior Analyst,FALSE,TRUE,42.57
55,-9.09,Senior Analyst,FALSE,TRUE,61.73
55,-28.81,Senior Analyst,TRUE,FALSE,53.29
1,-15.05,Senior Analyst,FALSE,TRUE,47.47
144,-4.34,Senior Analyst,FALSE,FALSE,71.48
89,-32.52,Senior Analyst,TRUE,FALSE,54.14
1,-44.13,Senior Analyst,FALSE,TRUE,30.6
13,-10.64,Senior Analyst,TRUE,FALSE,55.43
144,-43.88,Senior Analyst,TRUE,TRUE,47.55
144,-47.4,Senior Analyst,FALSE,TRUE,44.51
2,-7.24,Senior Analyst,FALSE,TRUE,52.2
2,-8.25,Senior Analyst,FALSE,TRUE,51.62
3,-2.54,Senior Analyst,TRUE,FALSE,58.13
89,-33.72,Senior Analyst,FALSE,FALSE,52.44
3,-40.57,Senior Analyst,FALSE,TRUE,33.07
144,-8.7,Senior Analyst,TRUE,FALSE,69.96
5,-2.95,Senior Analyst,TRUE,TRUE,56.29
3,-7.05,Senior Analyst,FALSE,FALSE,54.51
21,-47.32,Senior Analyst,TRUE,TRUE,33.75
34,-45.15,Senior Analyst,FALSE,TRUE,36.62
89,-38.26,Senior Analyst,FALSE,FALSE,49.81
13,-8.42,Senior Analyst,TRUE,TRUE,54.71
1,-12.82,Senior Analyst,TRUE,TRUE,49.76
55,-49.41,Senior Analyst,FALSE,FALSE,40.34
89,-42.11,Senior Analyst,FALSE,FALSE,47.58
21,-48.84,Senior Analyst,TRUE,FALSE,34.87
2,-5.57,Senior Analyst,TRUE,TRUE,54.17
5,-40.56,Senior Analyst,TRUE,FALSE,36.47
55,-17.24,Senior Analyst,TRUE,FALSE,60
144,-5.06,Senior Analyst,FALSE,FALSE,71.07
13,-46.56,Senior Analyst,FALSE,FALSE,33.6
55,-1.42,Senior Analyst,TRUE,TRUE,67.17
1,-15.21,Senior Analyst,FALSE,FALSE,49.38
8,-39.8,Senior Analyst,FALSE,FALSE,36.52
2,-14.24,Senior Analyst,TRUE,TRUE,49.14
144,-43.2,Senior Analyst,TRUE,FALSE,49.94
89,-47.36,Senior Analyst,FALSE,FALSE,44.53
3,-37.16,Senior Analyst,TRUE,TRUE,36.04
3,-32.98,Senior Analyst,FALSE,FALSE,39.47
1,-42.96,Senior Analyst,TRUE,FALSE,34.29
5,-10,Senior Analyst,FALSE,TRUE,51.2
1,-31.47,Senior Analyst,FALSE,TRUE,37.95
5,-2.55,Senior Analyst,FALSE,FALSE,57.52
3,-40.18,Senior Analyst,FALSE,FALSE,35.29
3,-36.21,Senior Analyst,TRUE,TRUE,36.6
13,-23.49,Senior Analyst,TRUE,TRUE,45.98
21,-22.66,Senior Analyst,FALSE,FALSE,49.06
13,-36.21,Senior Analyst,FALSE,TRUE,37.6
3,-42.33,Senior Analyst,FALSE,TRUE,32.05
21,-5.63,Senior Analyst,TRUE,TRUE,57.93
13,-10.19,Senior Analyst,TRUE,TRUE,53.69
55,-42.73,Senior Analyst,TRUE,TRUE,43.22
8,-29.38,Senior Analyst,FALSE,FALSE,42.56
2,-17.71,Senior Analyst,FALSE,TRUE,46.13
89,-8.67,Senior Analyst,FALSE,FALSE,66.97
21,-28.73,Senior Analyst,TRUE,TRUE,44.54
34,-47.04,Senior Analyst,TRUE,TRUE,36.52
55,-45.64,Senior Analyst,TRUE,FALSE,43.53
89,-7.07,Senior Analyst,TRUE,TRUE,66.9
55,-6.11,Senior Analyst,FALSE,FALSE,65.46
3,-3.4,Senior Analyst,TRUE,FALSE,57.63
2,-0.41,Senior Analyst,TRUE,FALSE,59.16
13,-10.23,Senior Analyst,FALSE,FALSE,54.66
89,-41.05,Senior Analyst,TRUE,FALSE,49.19
8,-29.98,Senior Analyst,FALSE,TRUE,40.21
5,-21.17,Senior Analyst,TRUE,FALSE,47.72
144,-44.9,Senior Analyst,FALSE,FALSE,47.96
1,-28.12,Senior Analyst,FALSE,FALSE,41.89
3,-43.78,Senior Analyst,TRUE,TRUE,32.21
3,-46.48,Senior Analyst,TRUE,TRUE,30.64
2,-42.67,Senior Analyst,FALSE,TRUE,31.65
21,-49.46,Senior Analyst,TRUE,FALSE,34.51
34,-26.11,Senior Analyst,TRUE,FALSE,50.66
1,-31.63,Senior Analyst,TRUE,FALSE,40.86
55,-10.19,Senior Analyst,TRUE,TRUE,62.09
89,-25.25,Senior Analyst,TRUE,FALSE,58.36
144,-40.11,Senior Analyst,TRUE,FALSE,51.73
1,-28.88,Senior Analyst,FALSE,FALSE,41.45
8,-4.21,Senior Analyst,FALSE,TRUE,55.16
144,-17.75,Senior Analyst,TRUE,TRUE,62.7
21,-35.46,Senior Analyst,FALSE,TRUE,39.63
34,-2.43,Senior Analyst,TRUE,FALSE,64.39
1,-32.06,Senior Analyst,FALSE,TRUE,37.61
1,-4.82,Senior Analyst,FALSE,FALSE,55.41
3,-49.33,Senior Analyst,TRUE,FALSE,30.99
5,-38.61,Senior Analyst,FALSE,FALSE,36.61
21,-5.11,Senior Analyst,FALSE,TRUE,57.24
1,-37.43,Senior Analyst,FALSE,TRUE,34.49
55,-2.23,Senior Analyst,TRUE,FALSE,68.71
21,-4.96,Senior Analyst,TRUE,FALSE,60.32
21,-34.66,Senior Analyst,TRUE,FALSE,43.1
5,-36.85,Senior Analyst,FALSE,FALSE,37.63
89,-2.69,Senior Analyst,TRUE,TRUE,69.44
5,-34.27,Senior Analyst,FALSE,FALSE,39.12
34,-8.09,Senior Analyst,TRUE,FALSE,61.11
55,-32.99,Senior Analyst,FALSE,TRUE,47.86
13,-44.54,Senior Analyst,FALSE,FALSE,34.77
89,-40.55,Senior Analyst,TRUE,FALSE,49.48
2,-30.81,Senior Analyst,FALSE,FALSE,40.53
13,-43.61,Senior Analyst,FALSE,FALSE,35.31
8,-0.06,Senior Analyst,FALSE,FALSE,59.56
3,-25.58,Senior Analyst,TRUE,FALSE,44.76
1,-44.09,Senior Analyst,FALSE,TRUE,30.63
2,-38.43,Senior Analyst,FALSE,TRUE,34.11
89,-11.57,Senior Analyst,FALSE,FALSE,65.29
5,-24.96,Senior Analyst,TRUE,FALSE,45.52
89,-44.18,Senior Analyst,FALSE,TRUE,44.37
13,-6.13,Senior Analyst,TRUE,TRUE,56.05
144,-21.49,Senior Analyst,FALSE,TRUE,59.53
89,-12.57,Senior Analyst,TRUE,TRUE,63.71
5,-33.35,Senior Analyst,TRUE,TRUE,38.66
21,-46.65,Senior Analyst,TRUE,TRUE,34.14
144,-34.02,Senior Analyst,TRUE,FALSE,55.27
5,-32.61,Senior Analyst,TRUE,TRUE,39.09
13,-23.44,Senior Analyst,TRUE,TRUE,46.01
34,-13.41,Senior Analyst,FALSE,FALSE,57.02
5,-27.36,Senior Analyst,FALSE,FALSE,43.13
144,-33.38,Senior Analyst,TRUE,TRUE,53.64
3,-25.69,Senior Analyst,TRUE,TRUE,42.7
55,-46.9,Senior Analyst,FALSE,FALSE,41.8
89,-41.05,Senior Analyst,TRUE,TRUE,47.19
34,-20.29,Senior Analyst,FALSE,FALSE,53.03
34,-48.64,Senior Analyst,TRUE,FALSE,37.59
34,-14.74,Senior Analyst,FALSE,FALSE,56.25
3,-48.82,Senior Analyst,TRUE,TRUE,29.28
34,-6.05,Senior Analyst,TRUE,TRUE,60.29
8,-6.77,Senior Analyst,TRUE,TRUE,54.68
34,-16.94,Senior Analyst,TRUE,TRUE,53.97
5,-13.96,Senior Analyst,TRUE,FALSE,51.9
13,-25.33,Senior Analyst,TRUE,TRUE,44.91
144,-42.95,Senior Analyst,TRUE,TRUE,48.09
13,-19.34,Senior Analyst,TRUE,TRUE,48.38
3,-18.49,Senior Analyst,TRUE,FALSE,48.88
89,-7.64,Senior Analyst,FALSE,TRUE,65.57
5,-30.97,Senior Analyst,FALSE,FALSE,41.04
3,-1.23,Senior Analyst,TRUE,TRUE,56.89
2,-21.49,Senior Analyst,TRUE,TRUE,44.93
55,-47,Senior Analyst,FALSE,TRUE,39.74
21,-0.05,Senior Analyst,FALSE,FALSE,62.17
5,-42.59,Senior Analyst,TRUE,FALSE,35.3
3,-27.53,Senior Analyst,TRUE,FALSE,43.63
144,-11.11,Senior Analyst,FALSE,TRUE,65.55
2,-34.12,Senior Analyst,FALSE,FALSE,38.61
55,-20.62,Senior Analyst,TRUE,TRUE,56.04
21,-42.73,Senior Analyst,FALSE,TRUE,35.42
55,-9.38,Senior Analyst,FALSE,TRUE,61.56
3,-38.03,Senior Analyst,TRUE,FALSE,37.54
13,-19.26,Senior Analyst,TRUE,FALSE,50.43
144,-23.58,Senior Analyst,FALSE,TRUE,58.33
34,-44.32,Senior Analyst,TRUE,FALSE,40.1
1,-44.76,Senior Analyst,TRUE,TRUE,31.24
2,-8.09,Senior Analyst,TRUE,FALSE,54.71
34,-21.35,Senior Analyst,TRUE,TRUE,51.41
89,-13.6,Senior Analyst,TRUE,FALSE,65.11
5,-4.09,Senior Analyst,FALSE,FALSE,56.63
1,-14.74,Senior Analyst,TRUE,TRUE,48.65
144,-21.59,Senior Analyst,TRUE,TRUE,60.48
144,-24.66,Senior Analyst,FALSE,TRUE,57.7
2,-26.65,Senior Analyst,FALSE,TRUE,40.94
144,-27.88,Senior Analyst,TRUE,TRUE,56.83
8,-1.61,Senior Analyst,TRUE,FALSE,59.67
13,-6.43,Senior Analyst,FALSE,FALSE,56.87
5,-11.65,Senior Analyst,FALSE,FALSE,52.24
55,-28.18,Senior Analyst,TRUE,FALSE,53.66
8,-5.94,Senior Analyst,TRUE,TRUE,55.15
3,-27.63,Senior Analyst,FALSE,FALSE,42.57
2,-37.49,Senior Analyst,FALSE,FALSE,36.65
55,-22.11,Senior Analyst,FALSE,TRUE,54.18
8,-21.03,Senior Analyst,FALSE,TRUE,45.4
1,-26.51,Senior Analyst,FALSE,TRUE,40.82
144,-3.56,Senior Analyst,FALSE,TRUE,69.93
55,-30.37,Senior Analyst,FALSE,FALSE,51.39
5,-2.76,Senior Analyst,FALSE,FALSE,57.4
8,-33.12,Senior Analyst,TRUE,FALSE,41.39
13,-38.34,Senior Analyst,TRUE,TRUE,37.36
89,-48.5,Senior Analyst,TRUE,FALSE,44.87
2,-34.7,Senior Analyst,FALSE,TRUE,36.28
13,-3.2,Senior Analyst,FALSE,TRUE,56.74
1,-7.67,Senior Analyst,TRUE,FALSE,54.75
144,-0.38,Senior Analyst,TRUE,TRUE,72.78
1,-15.83,Senior Analyst,TRUE,TRUE,48.02
8,-1.55,Senior Analyst,TRUE,TRUE,57.7
1,-16.45,Senior Analyst,TRUE,FALSE,49.66
8,-20.78,Senior Analyst,TRUE,FALSE,48.55
3,-28.63,Senior Analyst,TRUE,TRUE,41
89,-9.99,Senior Analyst,FALSE,FALSE,66.2
55,-45.9,Senior Analyst,TRUE,FALSE,43.38
2,-6.9,Senior Analyst,TRUE,FALSE,55.4
2,-1.39,Senior Analyst,TRUE,TRUE,56.59
8,-25.51,Senior Analyst,TRUE,FALSE,45.81
8,-29.53,Senior Analyst,TRUE,FALSE,43.47
8,-19.4,Senior Analyst,FALSE,TRUE,46.35
21,-20.53,Senior Analyst,FALSE,TRUE,48.29
34,-29.54,Senior Analyst,TRUE,FALSE,48.67
55,-49.4,Senior Analyst,TRUE,FALSE,41.35
34,-44.57,Senior Analyst,FALSE,FALSE,38.95
89,-35.59,Senior Analyst,FALSE,TRUE,49.36
34,-6.91,Senior Analyst,TRUE,TRUE,59.79
21,-26.2,Senior Analyst,FALSE,FALSE,47.01
2,-14.51,Senior Analyst,TRUE,TRUE,48.99
3,-45.41,Senior Analyst,TRUE,FALSE,33.26
2,-16.09,Senior Analyst,TRUE,FALSE,50.07
21,-25.31,Senior Analyst,FALSE,TRUE,45.52
89,-1.39,Senior Analyst,FALSE,FALSE,71.19
2,-41.63,Senior Analyst,FALSE,FALSE,34.26
8,-15.58,Senior Analyst,FALSE,FALSE,50.56
1,-14.13,Senior Analyst,FALSE,FALSE,50
2,-1.64,Senior Analyst,FALSE,FALSE,57.45
8,-43.84,Senior Analyst,FALSE,FALSE,34.17
3,-38.28,Senior Analyst,FALSE,TRUE,34.4
5,-36.77,Senior Analyst,TRUE,FALSE,38.67
5,-30.64,Senior Analyst,FALSE,FALSE,41.23
55,-35.66,Senior Analyst,TRUE,TRUE,47.32
34,-49.76,Senior Analyst,TRUE,TRUE,34.94
89,-4.44,Senior Analyst,TRUE,FALSE,70.43
2,-43.15,Senior Analyst,TRUE,TRUE,32.37
55,-26.98,Senior Analyst,FALSE,FALSE,53.35
5,-19.75,Senior Analyst,TRUE,TRUE,46.54
5,-18.97,Senior Analyst,FALSE,FALSE,48
34,-36.46,Senior Analyst,TRUE,FALSE,44.65
34,-28.67,Senior Analyst,TRUE,FALSE,49.17
5,-23.97,Senior Analyst,FALSE,FALSE,45.1
5,-30.76,Senior Analyst,FALSE,FALSE,41.16
2,-18.86,Senior Analyst,FALSE,FALSE,47.46
5,-30.96,Senior Analyst,FALSE,TRUE,39.04
1,-11.71,Senior Analyst,FALSE,FALSE,51.41
89,-38.36,Senior Analyst,TRUE,TRUE,48.75
144,-2.51,Senior Analyst,TRUE,FALSE,73.54
8,-15.49,Senior Analyst,FALSE,FALSE,50.62
21,-15.68,Senior Analyst,TRUE,FALSE,54.11
144,-26.69,Senior Analyst,FALSE,TRUE,56.52
34,-23.03,Senior Analyst,FALSE,TRUE,49.44
1,-20.07,Senior Analyst,TRUE,FALSE,47.56
89,-38.02,Senior Analyst,TRUE,TRUE,48.95
1,-44.87,Senior Analyst,TRUE,FALSE,33.18
5,-45.67,Senior Analyst,TRUE,FALSE,33.51
1,-35.6,Senior Analyst,FALSE,TRUE,35.55
144,-24.72,Senior Analyst,FALSE,TRUE,57.66
3,-16.72,Senior Analyst,FALSE,TRUE,46.91
5,-20.23,Senior Analyst,FALSE,FALSE,47.27
21,-31.83,Senior Analyst,FALSE,FALSE,43.74
5,-48.13,Senior Analyst,FALSE,TRUE,29.09
2,-13.01,Senior Analyst,TRUE,TRUE,49.85
144,-47.45,Senior Analyst,FALSE,FALSE,46.48
89,-14.85,Senior Analyst,TRUE,TRUE,62.38
3,-16.73,Senior Analyst,TRUE,FALSE,49.9
8,-26.18,Senior Analyst,FALSE,TRUE,42.41
144,-26.69,Senior Analyst,FALSE,FALSE,58.52
144,-18.2,Senior Analyst,TRUE,FALSE,64.44
8,-48.09,Senior Analyst,FALSE,FALSE,31.71
5,-39.72,Senior Analyst,TRUE,TRUE,34.96
55,-11.29,Senior Analyst,FALSE,TRUE,60.45
21,-19.32,Senior Analyst,TRUE,TRUE,49.99
13,-2.52,Senior Analyst,TRUE,FALSE,60.14
2,-32.83,Senior Analyst,FALSE,TRUE,37.36
21,-11.29,Senior Analyst,TRUE,TRUE,54.65
89,-20.14,Senior Analyst,FALSE,FALSE,60.32
21,-42.71,Senior Analyst,TRUE,TRUE,36.43
2,-14.17,Senior Analyst,FALSE,FALSE,50.18
5,-4.79,Senior Analyst,TRUE,FALSE,57.22
3,-34.59,Senior Analyst,TRUE,FALSE,39.53
3,-23.52,Senior Analyst,TRUE,FALSE,45.96
3,-13.06,Senior Analyst,TRUE,FALSE,52.02
1,-34.98,Senior Analyst,TRUE,FALSE,38.91
1,-24.4,Senior Analyst,FALSE,TRUE,42.05
55,-30.49,Senior Analyst,FALSE,FALSE,51.32
34,-30.57,Senior Analyst,TRUE,TRUE,46.07
1,-35.43,Senior Analyst,TRUE,FALSE,38.65
5,-31.69,Senior Analyst,FALSE,FALSE,40.62
55,-45.49,Senior Analyst,TRUE,TRUE,41.62
55,-42.89,Senior Analyst,TRUE,FALSE,45.12
144,-19.91,Senior Analyst,FALSE,TRUE,60.45
8,-28.54,Senior Analyst,TRUE,FALSE,44.05
21,-31.02,Senior Analyst,FALSE,TRUE,42.21
2,-49.63,Senior Analyst,FALSE,FALSE,29.61
55,-49.19,Senior Analyst,FALSE,FALSE,40.47
8,-34.12,Senior Analyst,TRUE,TRUE,38.81
13,-45.07,Senior Analyst,TRUE,FALSE,35.46
5,-12.62,Senior Analyst,TRUE,TRUE,50.68
5,-18.83,Senior Analyst,TRUE,FALSE,49.08
2,11.59,Senior Analyst,TRUE,TRUE,64.12
21,-17.9,Senior Analyst,TRUE,FALSE,52.82
13,66.34,Senior Analyst,FALSE,TRUE,85.6
144,4.74,Senior Analyst,FALSE,TRUE,74.75
8,80.27,Senior Analyst,TRUE,FALSE,87.6
21,-3.26,Senior Analyst,TRUE,FALSE,61.31
8,67.43,Senior Analyst,FALSE,TRUE,84.6
2,-3.7,Senior Analyst,FALSE,TRUE,54.26
2,50.01,Senior Analyst,TRUE,FALSE,86.4
34,34.29,Senior Analyst,TRUE,FALSE,90.8
34,-0.4,Senior Analyst,TRUE,TRUE,63.57
89,-16.95,Senior Analyst,TRUE,TRUE,61.17
5,-32.41,Senior Analyst,FALSE,FALSE,40.2
13,34.82,Senior Analyst,FALSE,TRUE,83.6
89,-8.06,Senior Analyst,FALSE,TRUE,65.32
55,-40.97,Senior Analyst,TRUE,TRUE,44.24
144,-16.11,Senior Analyst,TRUE,TRUE,63.66
8,0.04,Senior Analyst,FALSE,TRUE,57.62
5,32.39,Senior Analyst,FALSE,TRUE,82
21,-21.46,Senior Analyst,TRUE,FALSE,50.76
55,34.06,Senior Analyst,TRUE,FALSE,95
3,28.64,Senior Analyst,FALSE,TRUE,81.6
55,16.42,Senior Analyst,TRUE,FALSE,79.52
8,76.09,Senior Analyst,FALSE,TRUE,84.6
1,-13.94,Senior Analyst,FALSE,TRUE,48.11
3,26,Senior Analyst,FALSE,TRUE,81.6
2,15.67,Senior Analyst,FALSE,TRUE,65.49
1,50.58,Senior Analyst,TRUE,TRUE,84.2
3,38.54,Senior Analyst,TRUE,FALSE,84.6
5,24.81,Senior Analyst,TRUE,FALSE,85
144,-33.07,Senior Analyst,FALSE,FALSE,54.82
3,63.13,Senior Analyst,FALSE,FALSE,85.6
1,79.45,Senior Analyst,FALSE,FALSE,85.2
55,33.63,Senior Analyst,FALSE,FALSE,94
21,-36.51,Senior Analyst,FALSE,FALSE,41.02
2,45.17,Senior Analyst,TRUE,FALSE,86.4
2,58.19,Senior Analyst,FALSE,FALSE,85.4
144,9.77,Senior Analyst,FALSE,TRUE,77.66
55,-7.09,Senior Analyst,TRUE,FALSE,65.88
21,13.79,Senior Analyst,TRUE,TRUE,69.2
34,56.8,Senior Analyst,TRUE,TRUE,90.8
5,19.08,Senior Analyst,FALSE,TRUE,68.07
144,52.83,Senior Analyst,FALSE,TRUE,96
8,62.78,Senior Analyst,FALSE,FALSE,86.6
89,1.4,Senior Analyst,FALSE,FALSE,72.81
89,39.62,Senior Analyst,TRUE,TRUE,96
8,-17.71,Senior Analyst,TRUE,FALSE,50.33
13,77.58,Senior Analyst,FALSE,TRUE,85.6
89,10.32,Senior Analyst,TRUE,FALSE,78.99
55,28.04,Senior Analyst,FALSE,TRUE,92
2,57.82,Senior Analyst,FALSE,FALSE,85.4
21,25.21,Senior Analyst,TRUE,TRUE,86.2
21,44.94,Senior Analyst,TRUE,FALSE,90.2
55,-2.39,Senior Analyst,FALSE,TRUE,65.61
144,-34.66,Senior Analyst,TRUE,TRUE,52.9
8,-36.59,Senior Analyst,TRUE,FALSE,39.38
21,79.68,Senior Analyst,FALSE,TRUE,87.2
3,-8.88,Senior Analyst,TRUE,TRUE,52.45
5,16.96,Senior Analyst,FALSE,FALSE,68.84
3,5.82,Senior Analyst,FALSE,FALSE,61.98
89,8.15,Senior Analyst,FALSE,FALSE,76.73
21,41.32,Senior Analyst,FALSE,TRUE,87.2
5,71.75,Senior Analyst,TRUE,FALSE,87
34,-29.01,Senior Analyst,FALSE,FALSE,47.97
2,49.55,Senior Analyst,FALSE,FALSE,85.4
13,78.08,Senior Analyst,TRUE,FALSE,88.6
55,40.91,Senior Analyst,FALSE,TRUE,94
89,-13.6,Senior Analyst,FALSE,FALSE,64.11
8,59.16,Senior Analyst,FALSE,TRUE,84.6
1,57.77,Senior Analyst,TRUE,FALSE,86.2
55,2.24,Senior Analyst,FALSE,TRUE,68.3
55,38.37,Senior Analyst,FALSE,FALSE,94
1,-13.19,Senior Analyst,TRUE,TRUE,49.55
3,12.53,Senior Analyst,TRUE,FALSE,66.87
13,16.39,Senior Analyst,TRUE,TRUE,69.1
13,61.68,Senior Analyst,TRUE,TRUE,86.6
1,57.12,Senior Analyst,FALSE,TRUE,83.2
34,-37.64,Senior Analyst,TRUE,FALSE,43.97
144,70.68,Senior Analyst,FALSE,TRUE,96
5,77.37,Senior Analyst,TRUE,FALSE,87
55,9.1,Senior Analyst,FALSE,FALSE,74.28
1,46.15,Senior Analyst,TRUE,TRUE,84.2
89,-15.35,Senior Analyst,FALSE,FALSE,63.1
55,-6.75,Senior Analyst,FALSE,TRUE,63.09
21,73.71,Senior Analyst,FALSE,TRUE,87.2
13,64.87,Senior Analyst,FALSE,TRUE,85.6
55,69.52,Senior Analyst,FALSE,TRUE,94
34,-2.98,Senior Analyst,TRUE,TRUE,62.07
34,65.59,Senior Analyst,TRUE,FALSE,92.8
34,20.7,Senior Analyst,FALSE,FALSE,89.8
21,19.05,Senior Analyst,TRUE,FALSE,74.25
34,47.97,Senior Analyst,TRUE,TRUE,90.8
3,-4.85,Senior Analyst,TRUE,TRUE,54.79
89,4.08,Senior Analyst,FALSE,FALSE,74.37
1,49.18,Senior Analyst,FALSE,TRUE,83.2
1,-11.56,Senior Analyst,TRUE,FALSE,52.5
144,-22.01,Senior Analyst,TRUE,FALSE,62.23
8,54.01,Senior Analyst,FALSE,FALSE,86.6
13,44.13,Senior Analyst,TRUE,TRUE,86.6
5,41.98,Senior Analyst,FALSE,TRUE,84
2,-16.05,Senior Analyst,FALSE,TRUE,47.09
34,-15.96,Senior Analyst,TRUE,TRUE,54.54
34,9.86,Senior Analyst,TRUE,TRUE,69.52
34,0.49,Senior Analyst,TRUE,TRUE,64.08
55,33.16,Senior Analyst,TRUE,TRUE,93
55,36.4,Senior Analyst,FALSE,FALSE,94
3,-27.45,Senior Analyst,FALSE,FALSE,42.68
144,-4.25,Senior Analyst,FALSE,TRUE,69.54
144,33.25,Senior Analyst,TRUE,FALSE,96
21,76.99,Senior Analyst,TRUE,TRUE,88.2
8,-35.54,Senior Analyst,FALSE,FALSE,38.99
3,22.72,Senior Analyst,TRUE,FALSE,84.6
34,0.95,Senior Analyst,TRUE,FALSE,66.35
21,-7.06,Senior Analyst,TRUE,FALSE,59.11
1,12.44,Senior Analyst,FALSE,TRUE,63.42
2,31.87,Senior Analyst,TRUE,TRUE,82.4
2,-22.51,Senior Analyst,TRUE,TRUE,44.34
